,article_id,product_type_no,graphical_appearance_no,colour_group_code,perceived_colour_value_id,perceived_colour_master_id,index_group_no,section_no,garment_group_no,cluster,img_name
82896,810508011,245,1010010,13,2,11,3,20,1003,14,081/0810508011.jpg
1443,349301048,86,1010016,33,5,3,1,64,1020,90,034/0349301048.jpg
22504,598795003,255,1010008,51,3,4,2,53,1005,170,059/0598795003.jpg
20855,590928020,298,1010001,8,4,12,1,60,1018,39,059/0590928020.jpg
40292,664074012,254,1010016,93,4,19,1,11,1005,129,066/0664074012.jpg
14434,562777001,66,1010016,9,4,5,1,65,1019,302,056/0562777001.jpg
39248,660628002,265,1010018,19,2,20,2,58,1013,171,066/0660628002.jpg
46462,685816059,255,1010016,63,2,6,3,26,1002,173,068/0685816059.jpg
53729,705561005,255,1010014,71,3,2,4,46,1005,74,070/0705561005.jpg
83459,812072005,57,1010017,72,3,2,4,43,1018,377,081/0812072005.jpg
45499,683405006,259,1010016,33,4,3,3,23,1011,191,068/0683405006.jpg
11589,548553004,253,1010001,7,1,12,2,50,1001,378,054/0548553004.jpg
58963,721589001,265,1010016,9,4,5,1,11,1005,230,072/0721589001.jpg
17374,573701003,254,1010010,7,1,12,1,2,1005,114,057/0573701003.jpg
8261,521970006,302,1010016,9,4,5,4,72,1021,95,052/0521970006.jpg
95598,867133001,270,1010014,7,1,12,4,41,1005,71,086/0867133001.jpg
9794,536139054,296,1010001,13,2,1,1,62,1017,53,053/0536139054.jpg
26030,615566002,272,1010016,8,4,12,2,53,1009,172,061/0615566002.jpg
104519,923718001,272,1010001,9,4,5,4,72,1002,15,092/0923718001.jpg
63455,739323001,265,1010007,42,5,18,1,6,1013,369,073/0739323001.jpg
57520,717085002,265,1010021,51,3,4,1,15,1005,294,071/0717085002.jpg
51938,699930004,265,1010001,10,3,9,4,40,1005,76,069/0699930004.jpg
2045,393772021,272,1010001,19,4,20,3,55,1009,209,039/0393772021.jpg
104606,924941001,259,1010016,73,2,2,1,6,1010,118,092/0924941001.jpg
51867,699910001,295,1010001,10,3,9,4,44,1017,243,069/0699910001.jpg
77686,790786002,258,1010022,33,2,18,1,15,1010,221,079/0790786002.jpg
58318,719579003,286,1010012,10,3,9,4,79,1017,315,071/0719579003.jpg
35428,646798002,255,1010007,32,7,3,4,76,1005,250,064/0646798002.jpg
2873,436570026,66,1010016,72,2,2,1,65,1019,246,043/0436570026.jpg
2596,416387002,67,1010016,9,4,5,3,25,1019,69,041/0416387002.jpg
79776,798972006,272,1010001,9,4,5,3,20,1009,22,079/0798972006.jpg
21908,595987008,272,1010023,73,2,2,4,76,1016,333,059/0595987008.jpg
43750,678016002,254,1010002,51,1,4,4,76,1005,180,067/0678016002.jpg
32837,636585003,274,1010016,9,4,5,3,26,1002,345,063/0636585003.jpg
79997,800396007,262,1010026,13,2,11,3,20,1005,14,080/0800396007.jpg
10834,543548001,308,1010016,9,4,5,26,22,1007,156,054/0543548001.jpg
78215,793099004,272,1010023,71,1,2,1,6,1009,118,079/0793099004.jpg
33155,637539002,144,1010021,10,3,9,2,52,1020,132,063/0637539002.jpg
43989,678756001,272,1010017,73,4,2,4,46,1005,190,067/0678756001.jpg
16290,569516009,257,1010017,11,3,9,3,23,1003,353,056/0569516009.jpg
90302,842333001,270,1010001,73,4,2,4,40,1007,160,084/0842333001.jpg
65949,746292001,264,1010010,73,4,2,3,23,1008,47,074/0746292001.jpg
49746,695299001,78,1010001,10,3,9,26,5,1019,124,069/0695299001.jpg
1622,364409037,78,1010016,51,1,4,2,52,1019,246,036/0364409037.jpg
28266,622406005,308,1010002,6,1,12,4,47,1005,233,062/0622406005.jpg
10425,541097001,272,1010023,72,3,2,4,47,1016,334,054/0541097001.jpg
81298,805182002,286,1010016,52,7,4,4,79,1017,368,080/0805182002.jpg
95058,865354001,72,1010016,11,1,9,1,66,1019,123,086/0865354001.jpg
52923,702762011,265,1010001,22,7,8,2,53,1013,181,070/0702762011.jpg
76115,783707151,302,1010001,7,1,12,3,26,1021,44,078/0783707151.jpg
21978,596329010,255,1010002,10,3,9,4,47,1005,10,059/0596329010.jpg
82680,809460003,265,1010016,12,1,11,4,40,1006,71,080/0809460003.jpg
34639,642910002,252,1010016,9,4,5,3,21,1005,345,064/0642910002.jpg
24085,607968002,274,1010023,14,2,13,3,21,1025,229,060/0607968002.jpg
6955,509415001,287,1010016,9,4,5,3,26,1017,253,050/0509415001.jpg
35995,649050001,70,1010016,9,4,5,1,66,1019,302,064/0649050001.jpg
64508,742019004,277,1010016,9,4,5,4,45,1007,100,074/0742019004.jpg
40162,663634001,265,1010005,9,4,5,1,11,1013,150,066/0663634001.jpg
71294,763382002,275,1010016,93,4,19,1,6,1025,87,076/0763382002.jpg
57584,717316002,265,1010021,72,2,2,4,77,1014,99,071/0717316002.jpg
10060,538280001,265,1010016,9,4,5,1,15,1013,52,053/0538280001.jpg
50673,697089001,254,1010015,91,3,19,4,76,1005,143,069/0697089001.jpg
96450,870519004,308,1010015,53,5,4,4,76,1005,13,087/0870519004.jpg
88309,832364001,77,1010016,50,3,4,4,43,1019,144,083/0832364001.jpg
69799,758252002,255,1010014,10,3,9,3,21,1005,104,075/0758252002.jpg
77045,787696008,265,1010016,42,5,18,1,15,1013,369,078/0787696008.jpg
87638,828926006,274,1010001,73,7,2,4,41,1006,394,082/0828926006.jpg
35126,645557002,75,1010022,8,4,12,4,44,1006,216,064/0645557002.jpg
3890,469137011,254,1010016,12,1,11,1,15,1005,114,046/0469137011.jpg
37295,653228002,259,1010016,23,2,13,3,24,1001,336,065/0653228002.jpg
57586,717318001,94,1010016,73,4,2,4,42,1020,12,071/0717318001.jpg
17079,572852001,274,1010016,73,4,2,2,71,1009,54,057/0572852001.jpg
101405,896338001,268,1010023,9,4,5,2,57,1016,279,089/0896338001.jpg
7583,515514007,262,1010016,9,4,5,2,53,1007,187,051/0515514007.jpg
34444,641897001,274,1010023,71,1,2,4,77,1016,333,064/0641897001.jpg
93251,857420001,265,1010016,9,4,5,1,15,1005,68,085/0857420001.jpg
20820,590716001,258,1010007,91,1,12,1,15,1010,321,059/0590716001.jpg
7929,518595001,308,1010010,7,1,12,4,47,1003,378,051/0518595001.jpg
61525,733454002,273,1010016,21,3,8,4,44,1002,76,073/0733454002.jpg
46129,685454002,272,1010023,71,1,2,1,8,1009,110,068/0685454002.jpg
66652,748760001,265,1010016,10,3,9,1,18,1010,75,074/0748760001.jpg
81513,805917003,94,1010016,73,4,7,1,64,1020,301,080/0805917003.jpg
42643,673704001,72,1010016,50,5,4,4,43,1019,343,067/0673704001.jpg
51069,698160001,255,1010008,8,4,12,4,77,1005,373,069/0698160001.jpg
60949,731521002,272,1010023,71,1,2,4,77,1016,99,073/0731521002.jpg
19913,586207004,264,1010016,11,1,9,1,11,1008,363,058/0586207004.jpg
60578,730013005,274,1010023,71,1,2,3,56,1025,258,073/0730013005.jpg
49921,695627001,77,1010016,5,5,15,1,66,1019,360,069/0695627001.jpg
71570,764488004,286,1010016,10,3,9,3,26,1017,243,076/0764488004.jpg
69695,757905007,80,1010004,12,1,11,1,65,1019,295,075/0757905007.jpg
68879,755700004,252,1010016,93,2,19,4,44,1006,135,075/0755700004.jpg
27581,620221007,272,1010001,10,3,9,1,18,1009,152,062/0620221007.jpg
38098,656496002,252,1010008,7,2,12,4,46,1003,2,065/0656496002.jpg
56179,713349001,306,1010021,9,4,5,1,61,1017,57,071/0713349001.jpg
74592,777435002,265,1010001,12,1,9,1,11,1013,67,077/0777435002.jpg
52064,700367004,254,1010016,9,4,5,26,5,1005,61,070/0700367004.jpg
45786,684201001,265,1010023,73,2,2,1,8,1010,110,068/0684201001.jpg
5302,493826002,87,1010016,17,2,13,1,64,1020,210,049/0493826002.jpg
45171,682285002,252,1010016,17,2,13,1,18,1003,336,068/0682285002.jpg
30211,627214001,252,1010010,7,1,12,4,77,1003,372,062/0627214001.jpg
88105,831467002,306,1010016,10,3,9,1,61,1017,40,083/0831467002.jpg
27066,619208002,265,1010021,73,5,2,1,14,1013,324,061/0619208002.jpg
16074,568800020,59,1010001,51,3,4,3,26,1018,244,056/0568800020.jpg
64397,741433001,256,1010001,12,1,9,4,44,1005,141,074/0741433001.jpg
9022,528383001,302,1010016,9,4,5,26,5,1019,161,052/0528383001.jpg
12402,553092023,264,1010016,13,1,1,3,23,1008,263,055/0553092023.jpg
104668,925696001,270,1010017,12,1,11,4,41,1005,71,092/0925696001.jpg
68508,754362025,74,1010016,93,2,19,1,65,1019,307,075/0754362025.jpg
5200,492244010,59,1010016,43,4,3,1,60,1018,90,049/0492244010.jpg
2139,397068014,272,1010016,7,2,12,3,56,1016,292,039/0397068014.jpg
31198,631458002,258,1010001,31,1,3,4,76,1014,20,063/0631458002.jpg
50434,696852002,262,1010016,9,4,5,1,8,1010,327,069/0696852002.jpg
93220,857328004,274,1010010,73,4,2,3,20,1025,105,085/0857328004.jpg
96789,871568003,265,1010016,19,2,20,1,6,1013,303,087/0871568003.jpg
20867,590973001,259,1010001,9,4,5,2,50,1010,354,059/0590973001.jpg
34089,640530001,259,1010016,10,3,9,4,46,1011,172,064/0640530001.jpg
1814,378135028,252,1010010,73,4,2,3,23,1003,207,037/0378135028.jpg
23180,602985001,272,1010016,9,4,5,1,11,1009,274,060/0602985001.jpg
20488,589328001,72,1010002,3,3,15,2,52,1019,213,058/0589328001.jpg
66843,749188001,265,1010022,22,1,8,1,82,1023,340,074/0749188001.jpg
91180,847566002,245,1010010,11,1,9,4,77,1003,317,084/0847566002.jpg
93594,858918001,306,1010016,9,4,5,1,61,1017,279,085/0858918001.jpg
65814,745727001,78,1010016,5,5,15,1,66,1019,36,074/0745727001.jpg
62355,736089003,267,1010001,10,3,9,1,15,1009,75,073/0736089003.jpg
65390,744266005,265,1010001,73,4,2,4,40,1006,74,074/0744266005.jpg
33008,637255002,265,1010016,73,2,2,1,16,1002,359,063/0637255002.jpg
102792,906633002,86,1010017,9,4,5,1,64,1020,285,090/0906633002.jpg
27013,618935001,264,1010016,7,1,2,1,97,1001,45,061/0618935001.jpg
33267,638020001,275,1010016,21,3,8,1,18,1009,152,063/0638020001.jpg
97069,872813003,265,1010016,9,4,5,2,53,1013,116,087/0872813003.jpg
32565,635440004,89,1010016,23,2,8,4,44,1006,299,063/0635440004.jpg
13002,555918005,272,1010016,9,4,5,1,8,1009,274,055/0555918005.jpg
72539,768085001,259,1010016,19,2,20,1,15,1010,221,076/0768085001.jpg
36604,651306003,252,1010010,51,1,4,4,77,1003,180,065/0651306003.jpg
56997,715474001,275,1010017,9,4,5,1,15,1012,327,071/0715474001.jpg
5097,490176011,272,1010016,43,4,18,2,53,1009,83,049/0490176011.jpg
73019,770058001,255,1010016,10,3,9,2,53,1005,328,077/0770058001.jpg
23238,603584002,274,1010023,71,1,2,1,15,1025,272,060/0603584002.jpg
32351,634744010,262,1010016,9,4,5,3,31,1007,64,063/0634744010.jpg
66559,748440001,258,1010016,10,3,9,1,6,1010,75,074/0748440001.jpg
21018,591736003,258,1010026,21,5,8,4,40,1006,64,059/0591736003.jpg
11894,550471020,295,1010002,21,7,8,4,44,1017,181,055/0550471020.jpg
98373,878987006,274,1010016,14,2,20,3,20,1025,82,087/0878987006.jpg
94487,862847002,270,1010016,9,4,5,4,79,1002,15,086/0862847002.jpg
3332,453065031,302,1010013,80,5,7,4,79,1021,63,045/0453065031.jpg
24115,608018001,254,1010010,81,3,7,26,49,1001,109,060/0608018001.jpg
33045,637300005,262,1010010,7,1,12,4,45,1007,233,063/0637300005.jpg
73979,774279004,258,1010001,33,4,11,1,15,1010,366,077/0774279004.jpg
44702,681105003,265,1010001,51,1,4,4,76,1014,20,068/0681105003.jpg
15509,567424019,252,1010008,8,4,12,3,20,1005,145,056/0567424019.jpg
34172,640695001,86,1010016,31,1,3,4,42,1020,37,064/0640695001.jpg
99847,887200003,66,1010016,9,4,5,1,65,1019,285,088/0887200003.jpg
42145,671640001,304,1010001,9,4,5,1,62,1021,137,067/0671640001.jpg
71346,763665001,66,1010001,9,4,5,1,65,1019,188,076/0763665001.jpg
24888,610822017,255,1010008,32,7,3,4,47,1005,51,061/0610822017.jpg
102073,901965001,286,1010016,9,4,5,1,61,1017,279,090/0901965001.jpg
24210,608483001,258,1010017,73,4,2,2,53,1010,11,060/0608483001.jpg
100290,889496002,275,1010016,10,3,9,1,18,1010,254,088/0889496002.jpg
19804,585557002,306,1010016,42,2,18,1,61,1017,171,058/0585557002.jpg
58527,720228003,296,1010006,83,4,7,1,62,1017,277,072/0720228003.jpg
96824,871674007,259,1010016,9,4,5,1,6,1010,185,087/0871674007.jpg
62031,734940001,259,1010001,9,4,5,3,55,1011,291,073/0734940001.jpg
83328,811783005,57,1010026,71,3,2,1,60,1018,301,081/0811783005.jpg
76835,786743001,263,1010016,17,2,1,1,19,1007,85,078/0786743001.jpg
96416,870449002,245,1010016,9,4,5,2,50,1005,62,087/0870449002.jpg
70905,762130001,144,1010016,9,4,5,1,64,1020,188,076/0762130001.jpg
37823,655249001,293,1010016,9,4,5,1,62,1017,137,065/0655249001.jpg
47069,687635019,274,1010016,14,4,11,3,26,1002,130,068/0687635019.jpg
49335,694478001,252,1010010,6,1,12,1,18,1003,248,069/0694478001.jpg
84206,814881001,255,1010016,9,4,5,4,77,1005,15,081/0814881001.jpg
20802,590523001,59,1010014,30,5,3,4,43,1018,343,059/0590523001.jpg
48069,690950005,265,1010001,42,5,18,4,76,1005,308,069/0690950005.jpg
83298,811719003,254,1010016,73,2,2,1,8,1005,118,081/0811719003.jpg
100814,892504001,272,1010004,17,4,13,2,70,1009,322,089/0892504001.jpg
45414,683147001,262,1010010,73,4,2,1,19,1007,381,068/0683147001.jpg
92260,853006002,297,1010001,52,2,4,1,62,1017,16,085/0853006002.jpg
74270,776163003,265,1010008,13,1,1,2,50,1001,86,077/0776163003.jpg
53265,703610001,252,1010003,73,4,2,4,46,1003,190,070/0703610001.jpg
63335,738953001,70,1010016,5,5,15,1,66,1019,360,073/0738953001.jpg
11678,549256001,272,1010023,73,2,2,1,2,1009,389,054/0549256001.jpg
18869,581096001,252,1010016,6,1,12,2,53,1003,378,058/0581096001.jpg
36409,650678002,270,1010001,7,1,12,4,76,1005,45,065/0650678002.jpg
55532,710879001,265,1010009,9,4,5,1,14,1013,150,071/0710879001.jpg
47554,689060003,94,1010001,19,2,20,4,42,1020,347,068/0689060003.jpg
7387,513373018,253,1010001,12,1,11,1,14,1013,363,051/0513373018.jpg
13702,559603001,258,1010016,32,5,3,1,15,1010,191,055/0559603001.jpg
35749,648256004,258,1010001,10,3,9,1,15,1010,152,064/0648256004.jpg
87355,827397004,274,1010023,72,2,2,3,56,1025,258,082/0827397004.jpg
1703,372576011,286,1010016,7,1,12,3,26,1017,292,037/0372576011.jpg
98423,879248002,274,1010016,19,4,20,1,16,1002,276,087/0879248002.jpg
60610,730135002,258,1010001,51,1,4,2,50,1010,282,073/0730135002.jpg
90413,843013001,77,1010016,3,3,15,3,25,1019,346,084/0843013001.jpg
72044,766440005,265,1010001,93,4,19,1,11,1013,370,076/0766440005.jpg
28381,622958001,94,1010016,10,3,9,1,64,1020,25,062/0622958001.jpg
41989,671039001,275,1010023,72,2,2,4,77,1016,333,067/0671039001.jpg
6268,504151004,245,1010010,7,1,12,1,16,1003,114,050/0504151004.jpg
31881,633456004,263,1010016,13,2,11,2,53,1007,233,063/0633456004.jpg
8506,523570001,71,1010016,51,1,4,4,45,1019,244,052/0523570001.jpg
3936,470636061,267,1010001,10,3,9,2,53,1013,354,047/0470636061.jpg
89771,839914001,256,1010001,51,1,4,4,40,1005,158,083/0839914001.jpg
95315,865981009,254,1010014,11,1,9,4,77,1005,317,086/0865981009.jpg
77987,791876001,79,1010016,5,5,15,1,66,1019,36,079/0791876001.jpg
74294,776237020,298,1010001,93,2,19,1,60,1018,103,077/0776237020.jpg
60586,730017001,288,1010014,7,1,12,2,51,1017,202,073/0730017001.jpg
61938,734683001,262,1010001,13,2,11,1,19,1007,352,073/0734683001.jpg
34861,643975001,253,1010001,22,7,8,2,53,1010,51,064/0643975001.jpg
10669,542464004,298,1010001,13,2,11,1,60,1018,292,054/0542464004.jpg
35238,646014003,268,1010016,33,2,13,4,44,1006,237,064/0646014003.jpg
70656,761310003,255,1010016,20,5,8,2,53,1005,34,076/0761310003.jpg
34993,644678006,254,1010001,73,4,2,4,40,1005,190,064/0644678006.jpg
47950,690623004,252,1010016,13,2,11,1,15,1003,336,069/0690623004.jpg
76846,786795001,267,1010001,10,3,9,4,40,1005,201,078/0786795001.jpg
10624,542161001,258,1010016,9,4,5,1,82,1001,115,054/0542161001.jpg
53126,703279003,273,1010016,51,3,4,4,79,1002,228,070/0703279003.jpg
13273,557247016,252,1010016,73,5,2,3,26,1002,386,055/0557247016.jpg
45201,682385001,79,1010011,9,4,5,3,25,1019,98,068/0682385001.jpg
70315,760068002,267,1010016,42,5,18,4,76,1014,42,076/0760068002.jpg
81485,805812001,272,1010013,8,4,5,3,23,1009,22,080/0805812001.jpg
55630,711159001,299,1010017,50,5,4,4,43,1018,184,071/0711159001.jpg
15329,566534013,272,1010016,9,4,5,4,47,1009,64,056/0566534013.jpg
971,306847013,273,1010016,73,4,2,4,79,1002,281,030/0306847013.jpg
30283,627554034,273,1010016,9,4,5,4,79,1002,115,062/0627554034.jpg
57689,717539003,255,1010027,51,1,4,1,8,1005,259,071/0717539003.jpg
9398,533172001,66,1010016,9,4,5,2,52,1019,175,053/0533172001.jpg
67020,749650003,94,1010016,8,4,12,4,42,1020,0,074/0749650003.jpg
1283,334077001,255,1010016,9,4,5,26,22,1007,215,033/0334077001.jpg
62933,738070001,255,1010016,9,4,5,1,82,1001,193,073/0738070001.jpg
40539,664929003,265,1010021,43,4,18,1,15,1013,177,066/0664929003.jpg
41247,667838001,254,1010014,9,4,5,1,2,1005,1,066/0667838001.jpg
100000,887904003,272,1010016,11,1,9,1,11,1009,168,088/0887904003.jpg
59385,723353002,57,1010001,12,1,11,1,60,1018,295,072/0723353002.jpg
78609,794844001,262,1010016,9,4,5,3,31,1007,22,079/0794844001.jpg
33316,638252002,265,1010016,73,4,2,4,40,1006,190,063/0638252002.jpg
15966,568571001,59,1010016,43,4,18,1,60,1018,93,056/0568571001.jpg
87993,831027001,255,1010016,9,4,5,1,2,1005,68,083/0831027001.jpg
54675,708311017,272,1010004,13,2,11,1,11,1009,352,070/0708311017.jpg
58842,721320001,265,1010016,9,4,5,1,15,1013,327,072/0721320001.jpg
32410,635037003,270,1010017,12,1,9,4,44,1006,233,063/0635037003.jpg
98238,878200010,262,1010016,19,2,20,1,19,1007,303,087/0878200010.jpg
2697,423900033,302,1010013,81,3,7,4,79,1021,147,042/0423900033.jpg
15883,568174036,259,1010016,42,5,18,4,46,1011,146,056/0568174036.jpg
13331,557596001,258,1010016,9,4,5,1,11,1010,274,055/0557596001.jpg
38952,659563001,265,1010001,11,1,9,2,50,1013,131,065/0659563001.jpg
83721,813060012,259,1010010,51,3,4,4,46,1011,349,081/0813060012.jpg
81707,806185019,273,1010001,73,7,2,4,76,1005,309,080/0806185019.jpg
99398,884319005,258,1010016,12,1,11,1,15,1010,168,088/0884319005.jpg
76823,786657004,265,1010001,9,4,5,1,15,1013,358,078/0786657004.jpg
93863,860063002,272,1010023,71,1,2,3,56,1016,232,086/0860063002.jpg
8594,524152001,265,1010016,73,4,2,1,14,1013,287,052/0524152001.jpg
36361,650531001,66,1010016,9,4,5,3,25,1019,98,065/0650531001.jpg
94108,860885002,259,1010016,19,2,20,1,6,1010,303,086/0860885002.jpg
36643,651353002,308,1010016,7,1,12,4,46,1005,2,065/0651353002.jpg
74062,774888001,67,1010016,9,4,5,2,52,1019,205,077/0774888001.jpg
51161,698324002,255,1010014,10,3,9,2,53,1005,328,069/0698324002.jpg
51013,697992005,252,1010016,73,4,2,1,15,1003,157,069/0697992005.jpg
100512,890554002,254,1010016,10,3,9,2,53,1005,138,089/0890554002.jpg
44797,681179013,265,1010001,19,1,20,2,53,1013,171,068/0681179013.jpg
79103,796567001,255,1010002,73,4,2,4,76,1005,256,079/0796567001.jpg
37138,652742003,265,1010016,42,4,4,1,11,1013,191,065/0652742003.jpg
50037,695802005,272,1010017,72,1,2,4,44,1005,283,069/0695802005.jpg
57576,717288001,265,1010016,17,2,13,1,97,1001,339,071/0717288001.jpg
87878,830195001,259,1010023,72,7,2,2,53,1010,394,083/0830195001.jpg
49326,694458007,75,1010016,33,4,11,4,44,1006,216,069/0694458007.jpg
83150,811388001,272,1010016,9,4,5,1,14,1001,65,081/0811388001.jpg
99466,884688002,272,1010017,19,2,20,1,2,1005,303,088/0884688002.jpg
33748,639677008,259,1010010,71,1,2,1,15,1010,389,063/0639677008.jpg
8892,526836001,265,1010016,73,4,2,1,15,1003,107,052/0526836001.jpg
63784,739820001,274,1010014,19,4,20,4,46,1005,257,073/0739820001.jpg
77558,790113002,297,1010014,42,5,18,4,72,1017,42,079/0790113002.jpg
79687,798791001,254,1010015,9,4,5,1,15,1005,65,079/0798791001.jpg
13784,559715009,59,1010001,21,3,8,1,60,1018,25,055/0559715009.jpg
55603,711074004,274,1010016,9,4,5,4,47,1025,235,071/0711074004.jpg
27307,619764011,302,1010013,73,4,2,4,79,1021,332,061/0619764011.jpg
36042,649310001,265,1010001,9,4,5,2,70,1013,227,064/0649310001.jpg
65900,746087001,275,1010001,12,1,11,2,53,1012,293,074/0746087001.jpg
12955,555526002,252,1010016,33,5,3,1,15,1005,304,055/0555526002.jpg
60030,726229003,267,1010001,9,4,5,2,53,1013,291,072/0726229003.jpg
16858,571709004,254,1010016,10,3,9,1,15,1005,239,057/0571709004.jpg
84184,814843001,71,1010014,73,4,2,4,45,1019,377,081/0814843001.jpg
29274,625032001,254,1010017,73,5,2,4,77,1005,117,062/0625032001.jpg
50042,695803004,69,1010001,51,1,4,4,44,1005,299,069/0695803004.jpg
93369,857778008,252,1010016,19,1,20,2,53,1003,335,085/0857778008.jpg
102340,903404001,81,1010016,9,4,5,1,66,1019,285,090/0903404001.jpg
9250,531615006,252,1010016,31,1,3,1,16,1002,214,053/0531615006.jpg
49003,693651004,91,1010007,10,3,9,4,42,1020,132,069/0693651004.jpg
68493,754357001,94,1010016,10,3,9,1,64,1020,80,075/0754357001.jpg
45066,682082001,76,1010016,12,1,11,4,45,1019,139,068/0682082001.jpg
817,294008036,255,1010016,32,2,3,1,2,1005,127,029/0294008036.jpg
23883,607304001,88,1010001,33,5,3,4,42,1020,343,060/0607304001.jpg
35147,645662001,255,1010008,73,4,2,4,46,1005,190,064/0645662001.jpg
47345,688663001,272,1010023,73,2,2,4,46,1016,35,068/0688663001.jpg
9611,534164034,253,1010016,9,4,5,1,8,1005,304,053/0534164034.jpg
32340,634731001,80,1010016,9,4,5,1,65,1019,302,063/0634731001.jpg
32140,634013005,259,1010016,19,2,20,3,21,1011,106,063/0634013005.jpg
34957,644499002,75,1010016,73,4,2,4,44,1019,102,064/0644499002.jpg
32537,635387006,253,1010010,8,4,12,4,72,1002,373,063/0635387006.jpg
104962,929590001,264,1010026,9,4,5,1,15,1008,185,092/0929590001.jpg
98394,879096004,274,1010016,17,2,13,3,20,1025,82,087/0879096004.jpg
2677,422393004,297,1010004,43,4,18,1,62,1017,280,042/0422393004.jpg
52553,701534001,245,1010016,10,3,9,1,6,1003,104,070/0701534001.jpg
3212,451209001,70,1010016,5,5,15,1,66,1019,165,045/0451209001.jpg
39055,660038001,308,1010017,10,3,9,4,41,1005,76,066/0660038001.jpg
67267,750423022,272,1010010,8,4,12,1,6,1009,75,075/0750423022.jpg
42555,673393001,272,1010016,9,4,5,1,11,1009,150,067/0673393001.jpg
97284,873538001,258,1010016,10,3,9,1,15,1010,254,087/0873538001.jpg
98205,878028001,78,1010026,52,1,4,2,52,1019,242,087/0878028001.jpg
30712,629679001,267,1010016,9,4,5,2,53,1013,227,062/0629679001.jpg
27133,619440002,66,1010016,9,4,5,1,65,1019,302,061/0619440002.jpg
99525,885019002,91,1010016,10,3,9,4,42,1020,255,088/0885019002.jpg
53685,705467003,303,1010016,7,1,12,4,43,1019,44,070/0705467003.jpg
20097,587026041,252,1010010,73,4,2,3,20,1003,386,058/0587026041.jpg
65498,744576002,255,1010016,91,3,19,26,49,1001,367,074/0744576002.jpg
5482,496202001,274,1010016,73,4,2,3,20,1025,206,049/0496202001.jpg
24323,608945012,255,1010017,73,4,2,3,26,1002,386,060/0608945012.jpg
67261,750423010,272,1010017,6,1,12,1,6,1009,67,075/0750423010.jpg
82135,807383002,297,1010012,31,3,3,4,79,1017,245,080/0807383002.jpg
101870,900227004,272,1010023,72,2,2,1,57,1016,232,090/0900227004.jpg
61779,734197002,94,1010017,73,4,2,4,42,1020,12,073/0734197002.jpg
102323,903359001,265,1010016,9,4,5,1,15,1013,185,090/0903359001.jpg
97410,874122024,255,1010001,51,1,4,2,53,1005,376,087/0874122024.jpg
66204,747084001,293,1010020,7,1,12,1,62,1017,202,074/0747084001.jpg
84059,814542001,267,1010001,42,5,18,4,76,1014,42,081/0814542001.jpg
67116,749839003,262,1010016,22,7,8,4,45,1007,81,074/0749839003.jpg
88350,832481001,253,1010016,9,4,5,1,15,1005,68,083/0832481001.jpg
74796,778270003,262,1010016,42,7,18,2,53,1007,162,077/0778270003.jpg
93224,857337001,70,1010016,43,4,18,1,66,1019,296,085/0857337001.jpg
74025,774627005,274,1010001,19,4,20,3,55,1005,257,077/0774627005.jpg
46075,685302002,272,1010001,19,1,20,4,76,1009,224,068/0685302002.jpg
61732,734072002,267,1010017,7,1,12,4,41,1005,141,073/0734072002.jpg
98569,879945001,262,1010004,51,1,4,4,45,1007,158,087/0879945001.jpg
71795,765483002,253,1010012,73,4,2,4,79,1002,256,076/0765483002.jpg
87165,826491001,270,1010016,81,1,7,4,44,1006,234,082/0826491001.jpg
40838,665713001,306,1010021,9,4,5,1,61,1017,137,066/0665713001.jpg
11853,550306001,273,1010016,9,4,5,4,40,1005,64,055/0550306001.jpg
103839,916294001,272,1010016,9,4,5,1,14,1001,68,091/0916294001.jpg
86009,822084001,265,1010017,73,4,2,4,76,1005,256,082/0822084001.jpg
53520,704760002,302,1010016,42,7,18,4,43,1019,326,070/0704760002.jpg
90220,842008001,267,1010016,10,3,9,4,44,1005,201,084/0842008001.jpg
13536,558787001,306,1010008,9,4,5,26,49,1001,189,055/0558787001.jpg
59154,722439007,258,1010001,11,1,9,1,11,1010,30,072/0722439007.jpg
87063,825923005,270,1010010,7,1,12,4,40,1005,71,082/0825923005.jpg
14627,563907002,94,1010016,9,4,5,2,52,1020,175,056/0563907002.jpg
98537,879774005,73,1010016,11,1,9,1,66,1019,123,087/0879774005.jpg
89940,840589001,270,1010017,73,2,2,4,46,1001,9,084/0840589001.jpg
67143,749954002,262,1010001,73,4,2,4,45,1007,74,074/0749954002.jpg
55713,711344003,252,1010022,11,1,9,1,15,1003,248,071/0711344003.jpg
29445,625358003,265,1010001,12,1,11,1,11,1013,30,062/0625358003.jpg
14651,564041002,262,1010008,9,4,5,26,49,1001,189,056/0564041002.jpg
4081,475791039,91,1010016,13,2,11,3,27,1020,222,047/0475791039.jpg
54659,708303002,273,1010016,9,4,5,1,8,1005,230,070/0708303002.jpg
83213,811530001,265,1010017,72,7,2,4,76,1014,368,081/0811530001.jpg
30162,627101007,265,1010016,9,4,5,2,51,1002,159,062/0627101007.jpg
74426,776850001,75,1010016,9,4,5,2,52,1019,205,077/0776850001.jpg
27089,619241002,254,1010016,13,2,11,1,15,1005,336,061/0619241002.jpg
28961,624445010,270,1010008,10,3,9,4,44,1005,76,062/0624445010.jpg
89378,837938001,252,1010016,32,5,8,1,18,1003,395,083/0837938001.jpg
94218,861464002,245,1010016,51,1,4,4,40,1003,158,086/0861464002.jpg
